POINT_X,POINT_Y,DEM,PlnCurv,ProfCurv,Slope,TPI,TWI
896269.4734,4645739.354,221.6690063,-0.000339512,-2.82006E-05,2.329659939,-0.228577003,8.123510361
896278.8727,4645739.354,221.7050018,0.000390185,3.24511E-05,3.964519978,-0.244994998,8.116020203
896288.2719,4645739.354,221.7610016,0.000424331,2.62292E-06,4.60751009,-0.228698999,8.127090454
896297.6712,4645739.354,221.802002,0.000253192,4.50014E-06,4.560910225,-0.192443997,8.189829826
896307.0705,4645739.354,221.7339935,0.00011735,7.36743E-05,4.270289898,-0.198502004,8.279939651
896316.4697,4645739.354,221.6490021,0.000298312,5.81733E-05,3.384850025,-0.272475988,8.525159836
896325.869,4645739.354,222.1450043,-0.000167774,-0.000666617,3.327879906,0.257705986,7.937520027
896335.2682,4645739.354,222.0639954,-5.03525E-05,-0.000446206,3.338279963,0.217407003,7.959710121
896344.6675,4645739.354,221.6880035,0.000130418,-0.000220575,2.953429937,-0.120131999,7.802320004
896354.0668,4645739.354,221.4790039,0.00018338,3.68329E-05,2.812969923,-0.169724002,8.080410004
896363.466,4645739.354,221.3470001,-4.0323E-05,-2.30638E-05,3.427639961,-0.170807004,8.246609688
896372.8653,4645739.354,221.246994,0.000264794,0.000206029,3.213459969,-0.136993006,8.360779762
896382.2646,4645739.354,221.1390076,0,0,2.80614996,-0.117523,8.51527977
896654.8432,4645739.354,220.5299988,0,0,1.851729989,-0.123824999,8.980449677
896664.2424,4645739.354,220.6080017,-0.000253328,0.000141753,1.290599942,-0.126953006,8.967639923
896673.6417,4645739.354,220.6920013,-0.000223025,0.000148239,5.846970081,-0.156920999,8.932729721
896683.0409,4645739.354,220.8300018,-0.000959694,-0.000567633,4.480269909,-0.206146002,8.85021019
896692.4402,4645739.354,221.3410034,-0.000840809,-0.000608969,3.076570034,0.114211999,8.705269814
896701.8395,4645739.354,221.5119934,-0.000323827,-0.000184304,2.192179918,-0.00888062,8.311719894
896711.2387,4645739.354,221.7910004,-0.00021513,0.000132226,1.892089963,-0.00996399,8.183019638
896720.638,4645739.354,222.1230011,2.75204E-05,0.000389934,1.657220006,-0.0158539,8.118940353
896730.0373,4645739.354,222.5390015,-0.000292379,-2.78364E-05,1.542320013,0.132186994,8.202260017
896739.4365,4645739.354,222.6820068,-0.000118392,0.000699063,1.697209954,0.049713101,8.519330025
896748.8358,4645739.354,222.7890015,-0.000245147,0.000574344,1.927279949,0.026489301,8.576939583
896758.235,4645739.354,222.8710022,3.19111E-05,0.000551351,1.990530014,0.0120697,8.567480087
896767.6343,4645739.354,222.9290009,0,0,1.781640053,0.0100861,8.582690239
896222.4771,4645729.955,221.1519928,0,0,1.210639954,-0.301299989,7.877639771
896231.8764,4645729.955,221.4830017,0.000303123,-2.26323E-05,1.755839944,-0.196335003,7.948530197
896241.2756,4645729.955,221.7570038,0.000799491,0.000942695,2.267800093,-0.058258101,8.208319664
896250.6749,4645729.955,222.022995,-0.000281932,-0.000109269,2.708359957,0.137299001,8.491459846
896260.0741,4645729.955,222.2220001,-0.000172926,-0.000143835,3.696739912,0.185028002,8.609539986
896269.4734,4645729.955,222.2949982,0.00045236,0.000634888,4.525420189,0.146148995,8.560230255
896278.8727,4645729.955,222.3659973,0.000422094,0.000821979,4.503499985,0.170990005,8.524419785
896288.2719,4645729.955,222.3939972,0.000690556,0.000725888,3.657449961,0.174071997,8.558270454
896297.6712,4645729.955,222.3670044,-0.000284454,2.05436E-05,3.466830015,0.158996999,8.576350212
896307.0705,4645729.955,222.2940063,0.000198217,6.7766E-05,3.393130064,0.123824999,8.65032959
896316.4697,4645729.955,222.227005,0.000311307,0.00023223,3.413229942,0.045242298,8.717040062
896325.869,4645729.955,222.1450043,-0.000360745,-0.000443939,3.34720993,-0.0972443,8.898209572
896335.2682,4645729.955,222.4389954,2.47769E-05,-0.000498191,3.085069895,0.236511007,8.466449738
896344.6675,4645729.955,222.326004,0.000296219,-0.0001615,2.83491993,0.237808004,8.221119881
896354.0668,4645729.955,221.9680023,5.54441E-05,-0.000499151,2.896320105,0.0395508,8.509309769
896363.466,4645729.955,221.8000031,-7.994E-05,-0.000426463,2.747159958,0.039856002,8.444629669
896372.8653,4645729.955,221.6060028,-3.21779E-05,5.37674E-05,2.835520029,-0.00802612,8.571860313
896382.2646,4645729.955,221.4360046,-0.000347308,0.000418294,2.226569891,-0.062332202,8.645850182
896391.6638,4645729.955,221.2089996,9.01938E-06,5.83399E-05,1.318600059,-0.156051993,8.769849777
896401.0631,4645729.955,221.0890045,0,0,5.710559845,-0.157729998,8.844459534
896466.8579,4645729.955,220.5540009,0,0,4.127309799,-0.088043198,8.283909798
896476.2572,4645729.955,220.3359985,0,0,2.235500097,-0.175689995,8.280989647
896636.0446,4645729.955,220.5970001,0,0,1.374160051,-0.132309005,8.68157959
896645.4439,4645729.955,220.7539978,0.000134123,1.51038E-05,0.937144995,-0.057739299,8.781680107
896654.8432,4645729.955,220.8350067,-0.000323719,-0.000129487,1.01602006,-0.038681,8.807689667
896664.2424,4645729.955,220.9160004,-0.000738525,-0.00079053,1.127789974,-0.000869751,8.857270241
896673.6417,4645729.955,220.9949951,-0.000624811,-0.000592491,0.991149008,-0.00961304,8.915379524
896683.0409,4645729.955,221.072998,-0.000410154,-0.000389521,1.001569986,-0.107726999,8.905779839
896692.4402,4645729.955,221.3410034,-0.000988578,-0.000509906,1.092589974,-0.023391699,8.836099625
896701.8395,4645729.955,221.5119934,-0.000845083,-6.61664E-05,1.295349956,-0.124541998,8.713820457
896711.2387,4645729.955,221.923996,-0.000943197,-9.25811E-05,1.130290031,0.0489044,8.267140388
896720.638,4645729.955,222.2129974,-0.000549309,4.27331E-05,1.060089946,0.030548099,8.216509819
896730.0373,4645729.955,222.4790039,5.73119E-05,0.000468954,1.341750026,0.0139313,8.31581974
896739.4365,4645729.955,222.7070007,0.000493911,0.000941013,1.738360047,0.0247803,8.453969955
896748.8358,4645729.955,222.8320007,0.000244146,0.000543439,1.810870051,0.00178528,8.566670418
896758.235,4645729.955,222.9660034,0.000252269,0.000160695,1.520580053,0.0576935,8.643950462
896767.6343,4645729.955,223.026001,0,0,1.968840003,0.047012299,8.586400032
896203.6786,4645720.555,221.098999,0,0,2.872499943,-0.230086997,8.18696022
896213.0778,4645720.555,221.3480072,0.00051204,-4.8125E-05,3.80024004,-0.286514014,8.158760071
896222.4771,4645720.555,221.9600067,0.000148966,0.000242236,4.186920166,0.078201301,8.135430336
896231.8764,4645720.555,222.2250061,-0.000596069,-0.0010266,5.197040081,0.199982002,8.451769829
896241.2756,4645720.555,222.4160004,-0.000322363,-0.000854696,5.141109943,0.215744004,8.737689972
896250.6749,4645720.555,222.4900055,0.000523917,-0.000585749,5.124040127,0.166045994,9.051609993
896260.0741,4645720.555,222.4869995,-0.000390385,-0.000935037,4.304019928,0.064681999,9.206199646
896269.4734,4645720.555,222.5690002,-9.95766E-06,-0.000641527,3.364109993,0.090301499,9.004980087
896278.8727,4645720.555,222.5879974,0.000285205,-0.000768982,4.492899895,0.063964799,9.107830048
896288.2719,4645720.555,222.5800018,0.0002731,-0.000909558,4.336880207,0.040710401,9.14013958
896297.6712,4645720.555,222.5879974,-6.33429E-05,-0.000576915,4.13406992,0.069397002,9.035969734
896307.0705,4645720.555,222.5119934,0.000326728,-0.000201854,4.00112009,0.029357901,9.005599976
896316.4697,4645720.555,222.4859924,-0.000125395,-0.0002266,3.944390059,0.052246101,9.065059662
896325.869,4645720.555,222.4889984,0.000282096,0.000165411,3.848779917,0.057769801,9.01970005
896335.2682,4645720.555,222.4389954,0.000165574,-9.59693E-05,3.532109976,0.0159302,9.100419998
896344.6675,4645720.555,222.326004,-0.000220601,-0.000493579,3.12590003,-0.031463601,9.009819984
896354.0668,4645720.555,222.3000031,0.000677929,0.000137981,2.784770012,0.105850004,8.711910248
896363.466,4645720.555,222.1629944,-0.000373827,-0.000765753,2.622859955,0.106461003,8.733059883
896372.8653,4645720.555,221.9750061,-0.000105669,-0.000671553,2.448679924,0.037216201,8.758170128
896382.2646,4645720.555,221.8079987,-0.000671095,-0.000496465,2.401809931,0.016037,8.670280457
896391.6638,4645720.555,221.5679932,-0.000298609,-0.00032075,2.330600023,-0.057357799,8.807579994
896401.0631,4645720.555,221.4620056,-0.000371329,0.000103274,2.653259993,-0.073989898,8.835989952
896410.4623,4645720.555,221.3769989,0,0,1.919639945,-0.0769348,8.795490265
896448.0594,4645720.555,221.0579987,0,0,1.135949969,-0.158614993,8.200790405
896457.4587,4645720.555,220.9720001,8.52885E-06,-0.000356897,0.804404974,-0.116531,8.196499825
896466.8579,4645720.555,220.8760071,9.24944E-06,-0.000475237,0.839357018,-0.054962199,8.137120247
896476.2572,4645720.555,220.7359924,-0.000285826,-0.000379822,1.038640022,-0.079589799,8.041520119
896485.6564,4645720.555,220.5850067,-0.000197146,-7.02184E-05,1.09939003,-0.121215999,8.248809814
896495.0557,4645720.555,220.5160065,-1.47814E-05,-5.94456E-06,1.017009974,-0.101791002,8.593669891
896504.455,4645720.555,220.4400024,0,0,1.087949991,-0.102660999,8.896120071
896617.2461,4645720.555,220.7380066,0,0,1.099840045,-0.142272994,8.402640343
896626.6454,4645720.555,220.8170013,0.000341425,-1.06736E-05,1.256060004,-0.118819997,8.502869606
896636.0446,4645720.555,220.897995,-1.4119E-05,-8.27747E-05,1.186249971,-0.0992584,8.651769638
896645.4439,4645720.555,220.9790039,-0.000277182,-0.00095981,0.975396991,-0.068847701,8.725930214
896654.8432,4645720.555,221.1439972,-0.000323186,-0.000696184,0.970776021,0.00840759,8.739919662
896664.2424,4645720.555,221.2250061,4.2814E-05,-0.000664591,1.510859966,0.000762939,8.746170044
896673.6417,4645720.555,221.3059998,-0.000960075,-0.00116606,1.951189995,0.00111389,8.794500351
896683.0409,4645720.555,221.3869934,-0.000584818,-0.000505538,1.829329967,-0.033447299,8.856419563
896692.4402,4645720.555,221.5549927,-0.000788894,-0.000218559,1.563760042,0.00143433,8.855460167
896701.8395,4645720.555,221.7079926,-0.000791542,3.95365E-05,1.415009975,-0.045272801,8.784520149
896711.2387,4645720.555,221.923996,-0.000352931,0.00034585,2.056269884,-0.054367099,8.646039963
896720.638,4645720.555,222.2129974,-0.000296355,0.000163191,3.172199965,-0.0118713,8.37267971
896730.0373,4645720.555,222.4680023,-0.000231941,0.000781351,4.802350044,-0.018539401,8.212080002
896739.4365,4645720.555,222.7769928,-0.000224426,0.00038488,4.76388979,0.083053596,8.331480026
896748.8358,4645720.555,222.8880005,0.000280492,0.000650102,4.592080116,0.0110474,8.617289543
896758.235,4645720.555,222.9620056,6.86743E-05,-3.56856E-05,4.977419853,0.00773621,8.695269585
896203.6786,4645711.156,221.7769928,-0.000108957,-0.000114537,4.624470234,0.0150299,8.567950249
896213.0778,4645711.156,222.0119934,-0.000441181,-0.000416354,3.764580011,0.068557702,8.588089943
896222.4771,4645711.156,222.3820038,0.000407063,-8.3739E-05,3.535279989,0.204758003,8.7771101
896231.8764,4645711.156,222.4929962,0.000907535,0.00019992,3.106230021,0.095916703,9.151249886
896241.2756,4645711.156,222.5610046,-0.000605711,-0.000583956,2.646320105,0.058105499,9.36359024
896250.6749,4645711.156,222.5709991,0.000235743,0.000123679,4.113190174,0.0165863,9.419650078
896260.0741,4645711.156,222.5549927,0.000362996,0.00075724,4.269499779,-0.047866799,9.368479729
896269.4734,4645711.156,222.647995,0.000135111,0.000694962,4.235589981,0.015884399,9.289779663
896278.8727,4645711.156,222.6719971,0.000220823,0.000522201,4.184279919,0.00379944,9.295000076
896288.2719,4645711.156,222.6679993,0.00021606,0.000481712,4.117790222,-0.00985718,9.268309593
896297.6712,4645711.156,222.6730042,0.000214498,0.000509355,4.057519913,0.00816345,9.242959976
896307.0705,4645711.156,222.6609955,-1.87832E-05,0.000234678,3.96401,0.033126801,9.088859558
896316.4697,4645711.156,222.5630035,-5.31942E-06,0.000454036,3.784670115,-0.041625999,9.196990013
896325.869,4645711.156,222.5769958,0.000459363,0.000828753,3.472470045,0.00559998,9.209799767
896335.2682,4645711.156,222.572998,5.72234E-05,0.000639513,3.143949986,0.036026001,9.146800041
896344.6675,4645711.156,222.5110016,0.00023571,0.000630806,2.820290089,0.049957301,8.991490364
896354.0668,4645711.156,222.3000031,0.000296769,0.000528122,2.343719959,-0.070922904,8.977199554
896363.466,4645711.156,222.1629944,-2.28611E-05,0.000409054,1.898890018,-0.126938,8.92168045
896372.8653,4645711.156,222.3359985,-0.000206133,-0.000189559,1.653710008,0.179732993,8.644789696
896382.2646,4645711.156,222.1880035,-0.000932392,-0.000825511,2.201869965,0.11908,8.715310097
896391.6638,4645711.156,222.0130005,-0.000162654,-1.38617E-05,3.124200106,0.070953399,8.861729622
896401.0631,4645711.156,221.8000031,3.0452E-05,0.000286655,1.780920029,-0.063552901,8.787280083
896410.4623,4645711.156,221.772995,-4.12463E-06,-0.000669122,1.342479944,-0.069183297,8.747469902
896438.6601,4645711.156,221.6000061,-0.000554037,0.000554037,1.008669972,-0.101364002,8.424139977
896448.0594,4645711.156,221.5039978,-0.000111477,0.000113204,0.920903027,-0.074569702,8.05284977
896457.4587,4645711.156,221.4259949,-0.000450982,-0.000775647,1.036020041,-0.016037,7.830180168
896466.8579,4645711.156,221.3470001,0.000208408,-0.000375079,1.038939953,0.0209808,7.927259922
896476.2572,4645711.156,221.201004,0.000197775,-0.000142161,1.098230004,0.059204102,8.033289909
896485.6564,4645711.156,220.8869934,-0.000148218,-0.00073367,1.086349964,-0.095565803,8.279840469
896495.0557,4645711.156,220.8049927,6.44219E-05,-0.000721952,1.097839952,-0.000152588,8.568790436
896504.455,4645711.156,220.6799927,-0.000173557,-0.000179819,1.022340059,-0.060501099,8.930299759
896513.8542,4645711.156,220.5789948,-0.000221883,-4.39265E-05,1.131090045,-0.079284698,9.135169983
896523.2535,4645711.156,220.4620056,-0.000230114,-3.13779E-05,1.15625,-0.110229,9.257860184
896532.6528,4645711.156,220.4589996,0,0,0.935967982,-0.066238403,9.287579536
896598.4476,4645711.156,220.901001,0,0,0.862390995,-0.162079006,8.523429871
896607.8468,4645711.156,220.970993,0.00102657,-0.000126373,1.142279983,-0.143616006,8.406470299
896617.2461,4645711.156,221.0789948,-0.000100766,0.000172443,1.36906004,-0.097869903,8.385299683
896626.6454,4645711.156,221.2230072,-0.000327438,-0.00107778,1.348129988,0.00331116,8.46625042
896636.0446,4645711.156,221.3150024,-0.000135072,-0.000555619,1.639919996,0.0154114,8.594869614
896645.4439,4645711.156,221.3930054,0.000521618,-0.000318677,1.562510014,0.00637817,8.659179688
896654.8432,4645711.156,221.4499969,-0.000695786,-0.00105832,1.251320004,-0.027298,8.668060303
896664.2424,4645711.156,221.5310059,-8.70747E-05,-0.000569419,1.360980034,-0.041549701,8.65114975
896673.6417,4645711.156,221.6170044,-0.000137188,4.04672E-05,1.706400037,-0.030319201,8.676369667
896683.0409,4645711.156,221.697998,-0.000594254,-5.53304E-05,2.163189888,-0.027969399,8.742250443
896692.4402,4645711.156,221.7779999,-0.000477049,0.000254072,2.527620077,-0.043243401,8.799790382
896701.8395,4645711.156,221.9279938,-0.00082947,0.000236709,2.684679985,-0.0132904,8.802260399
896711.2387,4645711.156,222.0610046,-0.00067948,0.000257362,2.87342,-0.049819902,8.73816967
896720.638,4645711.156,222.2640076,-0.000627382,0.000197146,3.141180038,-0.031814601,8.604820251
896730.0373,4645711.156,222.4680023,9.91757E-05,0.00097529,3.379080057,-0.043960601,8.359780312
896739.4365,4645711.156,222.772995,-0.00015781,0.00036766,4.289010048,0.0668488,8.164999962
896748.8358,4645711.156,222.9349976,-7.7019E-05,9.39452E-05,4.566609859,0.064269997,8.41697979
896758.235,4645711.156,223.0639954,0,0,3.274450064,0.066696197,8.298239708
896194.2793,4645701.757,221.5509949,0,0,2.652650118,-0.236892998,9.060090065
896203.6786,4645701.757,222.1690063,3.10003E-06,0.000256838,2.620199919,0.121642999,9.075679779
896213.0778,4645701.757,222.3600006,0.000446319,0.000261644,2.672120094,0.126250997,9.013970375
896222.4771,4645701.757,222.4550018,-0.00124073,-0.00124828,3.065419912,0.033859301,9.292599678
896231.8764,4645701.757,222.5619965,0.000438113,0.000184874,3.599109888,0.0155334,9.402359962
896241.2756,4645701.757,222.6159973,0.000599673,0.00102248,4.047389984,0.00717163,9.495229721
896250.6749,4645701.757,222.6519928,0.000214509,0.00102179,3.774300098,0.0127106,9.461939812
896260.0741,4645701.757,222.6609955,0.000245524,0.000783518,2.964250088,-0.0199585,9.386819839
896269.4734,4645701.757,222.7489929,6.7057E-05,0.000504288,2.993979931,0.031997699,9.366539955
896278.8727,4645701.757,222.7740021,0.000184354,0.000498737,2.543590069,0.019104,9.28125
896288.2719,4645701.757,222.7700043,0.000229246,0.000492189,2.568089962,-0.00354004,9.285869598
896297.6712,4645701.757,222.7749939,0.000150537,0.000455351,3.762769938,0.00521851,9.282360077
896307.0705,4645701.757,222.7649994,9.01394E-05,0.000448734,4.07585001,0.031921402,9.215559959
896316.4697,4645701.757,222.6649933,0.000199668,0.000321761,3.967210054,-0.0410919,9.244970322
896325.869,4645701.757,222.6799927,-1.68019E-05,3.06192E-05,3.873990059,0.016098,9.247630119
896335.2682,4645701.757,222.673996,0.000214132,0.000384502,3.647380114,0.0337677,9.233830452
896344.6675,4645701.757,222.6029968,0.00013855,0.000412414,3.337029934,0.032501198,9.144610405
896354.0668,4645701.757,222.4720001,-7.06279E-05,0.000342656,3.101310015,-0.0151672,9.048370361
896363.466,4645701.757,222.4329987,-3.48132E-05,0.000627229,2.854530096,0.018356301,8.925880432
896372.8653,4645701.757,222.3359985,-0.000210058,0.000629239,2.635040045,-0.014389,8.928179741
896382.2646,4645701.757,222.1880035,-7.07179E-05,0.000507862,2.473409891,-0.117493004,8.922180176
896391.6638,4645701.757,222.326004,-0.000503194,-0.000417209,2.334939957,0.127045006,8.8396101
896401.0631,4645701.757,222.1990051,-0.000803214,-0.000583005,2.048799992,0.028198199,8.841990471
896410.4623,4645701.757,222.1880035,0.000399721,0.000674227,1.74545002,-0.00233459,8.754500389
896419.8616,4645701.757,222.1629944,0.000715449,-3.75387E-05,1.663540006,-0.057785001,8.812979698
896429.2609,4645701.757,222.1159973,1.86086E-05,4.46054E-05,2.313420057,-0.0636902,8.748189926
896438.6601,4645701.757,222.095993,0.00035014,0.000118784,1.357069969,0.013382,8.227829933
896448.0594,4645701.757,222.0350037,-7.9024E-05,0.000697693,0.998876989,0.068344101,7.977099895
896457.4587,4645701.757,221.9389954,0.000339052,0.000696208,1.041829944,0.064987198,8.037670135
896466.8579,4645701.757,221.8059998,-0.000493522,-0.000886651,1.043429971,0.055862401,8.172369957
896476.2572,4645701.757,221.6499939,-0.000327191,-0.00112518,1.163290024,0.122878999,8.215579987
896485.6564,4645701.757,221.25,0.00051601,-0.000422398,1.134469986,-0.085754402,8.36289978
896495.0557,4645701.757,221.1130066,0.000324104,-0.000608222,1.189640045,-0.00289917,8.549969673
896504.455,4645701.757,220.9660034,-6.52032E-05,-0.00067333,1.123829961,-0.0137939,8.973959923
896513.8542,4645701.757,220.8289948,-0.000623571,-0.000669208,0.953796983,-0.0105591,9.163820267
896523.2535,4645701.757,220.7290039,-0.00038158,-0.000380788,0.801503003,0.00569153,9.246190071
896532.6528,4645701.757,220.595993,-0.000433868,-0.000277031,0.836404026,-0.088806197,9.258709908
896542.052,4645701.757,220.5789948,-0.000219813,-0.000117329,1.013260007,-0.101302996,9.195329666
896551.4513,4645701.757,220.5709991,-0.000339154,-8.81449E-05,1.115550041,-0.129929006,8.97824955
896560.8505,4645701.757,220.5610046,-5.59862E-05,-1.77635E-05,1.059949994,-0.211760998,8.950360298
896570.2498,4645701.757,221.0559998,0.000173657,5.2083E-05,1.094820023,0.060043301,8.915780067
896579.6491,4645701.757,221.1430054,-0.000235844,-8.2817E-05,1.271340013,-0.037933301,8.904720306
896589.0483,4645701.757,221.227005,0.000172997,7.32963E-05,1.075189948,-0.045776401,8.732729912
896598.4476,4645701.757,221.3110046,0.000232646,-8.61826E-05,1.062980056,-0.030502301,8.619750023
896607.8468,4645701.757,221.3919983,0.000250057,-0.000824165,1.466529965,0.0168152,8.480520248
896617.2461,4645701.757,221.5549927,-0.000141952,-0.000567738,1.313910007,0.074676499,8.402350426
896626.6454,4645701.757,221.6430054,0.000934596,0.000198248,0.860050976,0.0390778,8.450770378
896636.0446,4645701.757,221.7129974,-0.000720733,-0.000862728,0.714406013,0.0202484,8.530799866
896645.4439,4645701.757,221.7299957,0.000227012,-0.00042719,0.80677098,-0.043670699,8.602319717
896654.8432,4645701.757,221.8639984,0.000143577,0.000359545,0.941937029,0.0316162,8.607419968
896664.2424,4645701.757,221.9499969,-6.71337E-05,0.000351079,1.248239994,0.041274998,8.599020004
896673.6417,4645701.757,222.0279999,-0.000196245,0.000247369,1.612349987,0.0539703,8.604969978
896683.0409,4645701.757,222.0509949,-0.000266407,0.000387308,1.938420057,0.021667499,8.66917038
896692.4402,4645701.757,222.0859985,-0.000298243,0.000361112,2.264230013,-0.00872803,8.710129738
896701.8395,4645701.757,222.1580048,-0.000583878,0.000245009,3.074670076,-0.0118103,8.750760078
896711.2387,4645701.757,222.2649994,-0.000676149,0.000208952,4.282400131,-0.010437,8.761440277
896720.638,4645701.757,222.423996,-0.000490166,0.000591032,3.439769983,0.035034198,8.715180397
896730.0373,4645701.757,222.5440063,-0.000754854,0.000299057,1.727710009,0.0010376,8.59803009
896739.4365,4645701.757,222.6349945,-0.000293249,0.000504999,1.862699986,-0.108383,8.328280449
896748.8358,4645701.757,222.9349976,-0.00051566,6.81531E-05,2.428109884,0.061981201,7.834149837
896194.2793,4645692.358,221.9830017,1.72399E-06,0.00103423,3.044680119,-0.091018699,9.176259995
896203.6786,4645692.358,222.1690063,-0.000795308,4.58929E-05,3.654659986,-0.044662502,9.281279564
896213.0778,4645692.358,222.3600006,-7.47552E-05,-0.000233888,3.966379881,-0.045410201,9.379289627
896222.4771,4645692.358,222.5460052,0.000230499,0.00056814,4.126239777,0.030975301,9.372019768
896231.8764,4645692.358,222.6519928,2.94339E-05,0.000754524,4.237780094,0.050430302,9.533559799
896241.2756,4645692.358,222.6649933,0.000102304,0.000487348,3.797810078,-0.016021701,9.452899933
896250.6749,4645692.358,222.7169952,0.000156481,0.000299144,2.625509977,-0.0102386,9.428190231
896260.0741,4645692.358,222.7649994,0.000141011,0.000132226,2.693799973,-0.00263977,9.413419724
896269.4734,4645692.358,222.7859955,0.000202,0.000179702,3.076109886,-0.0340118,9.409529686
896278.8727,4645692.358,222.8760071,0.000135826,0.000137065,2.686709881,0.0257263,9.269169807
896288.2719,4645692.358,222.871994,0.000214842,8.55106E-05,2.776180029,-0.00405884,9.329810143
896297.6712,4645692.358,222.8789978,0.000132135,7.8579E-05,2.567450047,0.0118256,9.371489525
896307.0705,4645692.358,222.8730011,7.42059E-05,7.45026E-05,2.416990042,0.042327899,9.354940414
896316.4697,4645692.358,222.7709961,7.49164E-05,0.000124743,2.36826992,-0.030319201,9.28429985
896325.869,4645692.358,222.7630005,0.000133547,0.000188396,2.102669954,0.00698853,9.25786972
896335.2682,4645692.358,222.7259979,6.9793E-05,7.44248E-05,1.839280009,-0.0015564,9.24450016
896344.6675,4645692.358,222.6869965,-0.000120258,-1.18701E-05,1.896440029,0.0128632,9.182450294
896354.0668,4645692.358,222.6199951,9.58791E-05,0.000262334,1.967290044,0.0075531,9.082079887
896363.466,4645692.358,222.5809937,-0.000144387,0.000312612,1.916409969,0.0420685,9.024499893
896372.8653,4645692.358,222.5110016,-0.0001758,0.000386341,1.946339965,0.052368201,8.978899956
896382.2646,4645692.358,222.4060059,-0.000217358,0.000465378,1.962769985,-0.00382996,8.95236969
896391.6638,4645692.358,222.326004,-0.000314766,0.000571077,1.785539985,-0.059158299,8.946900368
896401.0631,4645692.358,222.4730072,-0.000119525,0.000632837,4.778210163,0.104996003,8.819270134
896410.4623,4645692.358,222.4680023,-0.000273993,8.15876E-05,1.210860014,0.089325003,8.891690254
896419.8616,4645692.358,222.4559937,0.000343543,8.462E-05,0.875832021,0.075897202,8.94299984
896429.2609,4645692.358,222.4420013,0.000246724,0.000475229,1.049610019,0.057495099,8.748959541
896438.6601,4645692.358,222.4490051,0.000782512,0.00103705,1.221140027,0.091766402,8.49709034
896448.0594,4645692.358,222.4179993,-0.000481224,0.000301944,1.171339989,0.111221001,8.423020363
896457.4587,4645692.358,222.3040009,-1.33675E-05,0.000431686,0.954082012,0.084899902,8.459560394
896466.8579,4645692.358,222.147995,0.000496538,0.000843565,0.798996985,0.051727299,8.522640228
896476.2572,4645692.358,221.9880066,0.000676966,0.000327896,0.930549026,0.102950998,8.483539581
896485.6564,4645692.358,221.5890045,0.000490565,-0.000143751,0.766843021,-0.061813399,8.481590271
896495.0557,4645692.358,221.4559937,-0.000162588,-0.000633805,0.609052002,0.072143599,8.656999588
896504.455,4645692.358,221.2980042,-0.000533707,-0.000912443,0.735037029,0.111160003,8.939900398
896513.8542,4645692.358,221.0789948,-0.000590735,-0.000618622,0.827915013,0.0199585,9.164219856
896523.2535,4645692.358,220.9199982,-0.000380019,-0.000257303,0.960523009,-0.0411072,9.20361042
896532.6528,4645692.358,220.8659973,-0.000326954,-0.00013748,1.059700012,-0.047653198,9.18914032
896542.052,4645692.358,220.8699951,-0.000511545,-0.000581747,1.082800031,-0.043396,9.096050262
896551.4513,4645692.358,220.9199982,-0.000556687,-0.00038306,1.138720036,-0.0198975,8.875100136
896560.8505,4645692.358,220.9669952,0.000261002,0.000401882,1.470559955,-0.0601959,8.793120384
